run_id,plot_size_mb,deadline_s,commitment_ratio,energy_j,energy_wh,avg_block_interval,avg_tx_rate,n_deadlocks,deadlock_rate,p_51_attack,gini,effective_capacity_tib,throughput_efficiency
5516,5.826787133651369,194.83913891596183,0.3198237331962877,1077.7646561003855,0.299379071138996,178.06329829261162,1475.3221926097785,117,0.234,0.3441410134429698,0.47214202803426975,1.7772148262257359e-06,0.174
5518,6.825119673896259,182.36384079853025,0.33136963211876874,984.2322590084136,0.2733978497245593,181.43453905523026,1500.4061989303539,116,0.232,0.334904294304985,0.4639016589915259,2.15686549711759e-06,0.206
5517,6.297741624455285,210.96574303578106,0.3582777632667756,1230.5408400277056,0.341816900007696,209.77786197381775,1501.240245503475,123,0.246,0.3133777893865795,0.4732344501417562,2.151814253656301e-06,0.088
5519,6.225839454195197,189.75384609831357,0.33250922464632515,969.0514076570585,0.2691809465714051,205.54114257721673,1550.0626307991397,125,0.25,0.33399262028293986,0.47942047491941814,1.9742479798192454e-06,0.17
5521,7.2977894502766105,177.6692487663192,0.34622056091702474,924.411448801201,0.2567809580003336,186.8724330588916,1462.246612607261,113,0.226,0.32302355126638016,0.48212684074545564,2.4095962113658082e-06,0.214
5520,4.604120327581785,209.96911431670125,0.34940643140527866,1026.3665570526064,0.28510182140350177,208.85219741293625,1550.056341851667,124,0.248,0.32047485487577704,0.4655842021762438,1.5341846975525418e-06,0.084
5522,4.653406861474171,194.37344093720287,0.3533179691355276,1026.885348049297,0.2852459300136936,205.0258869321685,1534.0906511899288,122,0.244,0.3173456246915779,0.512556860423118,1.5679667109083016e-06,0.132
5524,6.082112137162626,182.0449033790407,0.34405743782459747,914.3177398735115,0.2539771499648643,188.6275788410256,1503.1962452449432,115,0.23,0.324754049740322,0.4648428186349421,1.9956549820652577e-06,0.202
5525,6.446066504858575,190.11552323059198,0.32418751270430207,1025.544074917489,0.284873354143747,196.96076119247346,1535.2114836496842,123,0.246,0.3406499898365583,0.4438714850019796,1.9929258984914923e-06,0.144
5523,6.822706179443085,203.2889614964849,0.3560482178186716,1017.2409232518182,0.2825669231255051,200.18527604654764,1496.247111915378,121,0.242,0.31516142574506273,0.4185105192395732,2.316677451983593e-06,0.114
5526,5.742390388508451,193.22162955046278,0.3656407169868286,1025.454278307266,0.2848484106409072,190.73715197196987,1457.6466537735037,108,0.216,0.3074874264105371,0.4439920881580362,2.0023839367604283e-06,0.174
5527,6.58397661796162,200.56681697236453,0.33016403216852075,955.0010742044813,0.26527807616791144,198.93137282068597,1465.281050374648,115,0.23,0.33586877426518336,0.44224643778532824,2.0730898550886812e-06,0.156
5528,5.64112921168665,219.48901488001428,0.3181671915298279,1350.546730909195,0.37515186969699865,191.9162514972836,1547.6486405985681,121,0.242,0.34546624677613763,0.4506083213064589,1.7116758712188848e-06,0.062
5529,6.304991435805963,227.03374876680428,0.3215103809920098,1195.700719770544,0.33213908882515114,226.58208227162004,1523.7837759393055,120,0.24,0.34279169520639213,0.4330830139463218,1.9332124697469084e-06,0.038
5530,7.081949093119536,173.24853740595648,0.3408405542657867,872.7016947549221,0.2424171374319228,171.56705933726403,1468.5159014264066,114,0.228,0.3273275565873706,0.5141003862473714,2.3019938031968575e-06,0.226
5532,6.500329376863978,204.5011315511165,0.34600172246315086,1241.1549541693748,0.3447652650470486,197.61186545334593,1484.1535971884402,118,0.236,0.3231986220294793,0.453346162453347,2.1449329004027908e-06,0.126
5531,6.947899542221722,215.88750531436273,0.35906283415575796,1132.23341409692,0.3145092816935889,209.05912632983654,1500.397284734476,123,0.246,0.3127497326753936,0.4277309493710166,2.379162312564492e-06,0.076
5533,5.323456218776721,208.1324416534018,0.3175582005625442,1099.339041726403,0.3053719560351119,208.76374193442763,1516.3185833798275,131,0.262,0.3459534395499646,0.4973146382956958,1.6121932769853794e-06,0.116
5535,6.45557183824104,222.47641374995206,0.3289737196477269,966.1975203154311,0.26838820008761977,209.6206834624399,1502.221750722816,124,0.248,0.3368210242818184,0.46975943812055404,2.0253310013573353e-06,0.062
5534,4.69877600193128,209.30297663369953,0.35687662099581813,1140.4923705486397,0.31680343626351104,212.78805130632048,1451.8362448491896,103,0.206,0.31449870320334544,0.4759110346811038,1.5992005370955227e-06,0.076
5536,7.519453243779232,209.80796409037535,0.32664375564454656,1163.5040820162967,0.3231955783378602,214.56489891619879,1492.704867282218,104,0.208,0.3386849954843627,0.4766352328714702,2.3423981170097507e-06,0.092
5537,4.889663067588585,221.57386390982663,0.354078395750923,1054.7770181834212,0.29299361616206143,222.40244750406345,1444.3935795881491,107,0.214,0.3167372833992616,0.46518939386794655,1.6511192843764335e-06,0.044
5538,7.354652303328725,210.8501765102,0.35636908700271996,1186.0320983935894,0.32945336066488595,208.77835351593856,1494.0123726316838,122,0.244,0.314904730397824,0.43395204530269915,2.4995524659726234e-06,0.112
5540,3.74610699720354,223.3430113791139,0.33867856329247964,1214.6762116790717,0.3374100587997421,218.1377816631563,1496.3947182093602,119,0.238,0.32905714936601627,0.4857351714298685,1.2099515302207946e-06,0.048
5539,5.232793010488521,191.05333125100546,0.3378000553497119,955.9647619107362,0.26554576719742673,185.51888571342622,1532.7167223088923,120,0.24,0.3297599557202304,0.48357535524984185,1.6857507406011658e-06,0.128
5541,6.671589649722463,180.06395158833922,0.33988992838233373,947.3404438966681,0.26315012330463006,189.0638005216848,1600.4181768346155,138,0.276,0.328088057294133,0.48479219266267415,2.1625577242283696e-06,0.182
5542,6.960302418981042,207.1288442729326,0.32627394594323356,1003.289638779906,0.27869156632775166,207.81876150156847,1538.2966977166145,123,0.246,0.3389808432454131,0.4652626917626166,2.165761313628367e-06,0.076
5543,6.16618513848864,201.51907051655593,0.3247114865084889,937.6747117704102,0.26046519771400284,212.47662216581006,1514.341585618934,128,0.256,0.3402308107932088,0.4249402783725009,1.909476416020583e-06,0.13
5545,5.895245621143444,189.4427065197774,0.3362520365389022,1052.2186970929358,0.2922829714147044,188.73526809854073,1486.9641365504706,114,0.228,0.3309983707688782,0.45889929329875523,1.8904574832978521e-06,0.168
5544,6.312519186199402,184.1785340201057,0.3145757438475842,968.6229406058717,0.2690619279460755,190.6053574263933,1499.256475215537,124,0.248,0.3483394049219326,0.4798497353485386,1.8937734780796276e-06,0.196
5546,6.661743279423993,201.9779297304697,0.3364423468706949,917.9883960405883,0.2549967766779412,187.78306651053828,1443.0179267710978,93,0.186,0.33084612250344403,0.4470502056810287,2.1374631339831235e-06,0.13
5547,7.624716186499259,204.54045994155132,0.3540507975276569,961.6128680127753,0.2671146855591042,205.38072357778174,1524.606267650189,125,0.25,0.31675936197787447,0.4489259349005278,2.5744789569397902e-06,0.11
5548,6.612335939048833,213.50230395170954,0.3520671431285681,1111.6233890662834,0.30878427474063425,199.42991978827993,1510.600211992395,112,0.224,0.31834628549714544,0.4467623644140998,2.220140670268326e-06,0.078
5550,6.545661291543387,222.62319419005934,0.3352401995194086,1064.521877348913,0.29570052148580916,232.15459989248518,1476.7058349503873,105,0.21,0.3318078403844731,0.45329958373160933,2.0927131627688166e-06,0.042
5549,6.382962688347093,213.98653208515648,0.3470923002290015,1092.5585940618266,0.3034884983505074,219.93511185927835,1488.3150229577857,112,0.224,0.32232615981679874,0.45043353719954354,2.1128437059157218e-06,0.09
5551,6.594168998446232,202.05657504997876,0.358077825201733,1018.0913016808637,0.2828031393557955,201.29248144366377,1469.8156943367421,107,0.214,0.3135377398386136,0.4670254397005923,2.251840299583737e-06,0.14
5552,6.644383474628433,207.52773105937797,0.33663715436706104,1000.9617339448147,0.27804492609578185,219.8354675581564,1517.0637710728636,120,0.24,0.33069027650635113,0.4842377062906343,2.1331275419449244e-06,0.092
5553,5.4525715505775665,212.05069347512423,0.3785144468435246,960.5558801348815,0.26682107781524483,208.63221926458212,1466.7598834521734,112,0.224,0.2971884425251803,0.4625487176610886,1.9682665866294924e-06,0.116
5555,6.864334922372921,210.3471397284808,0.32686686836549483,1091.5198126369974,0.3031999479547215,231.81543087922864,1436.2596214063665,105,0.21,0.3385065053076041,0.4891309010523916,2.1397816271666895e-06,0.106
5554,5.9091054536702305,194.93980424617448,0.33133217006403726,778.6594188042765,0.21629428300118791,195.13306563034428,1463.3814819897361,110,0.22,0.3349342639487702,0.49364492553572314,1.8671767550485561e-06,0.16
5556,4.8748561998164925,201.41325123624884,0.343238135335473,1199.1990352351256,0.33311084312086825,205.59966520320054,1463.2437564253164,106,0.212,0.3254094917316216,0.45506084729143165,1.5957227249656513e-06,0.122
5557,7.2376180684215825,204.72200974209156,0.3021937105494504,1069.9300882430307,0.2972028022897307,213.08020195115037,1481.3681568841641,123,0.246,0.35824503156043963,0.49636249652834846,2.085840854297699e-06,0.136
5558,6.795898034002392,186.4967368199909,0.32886069160675246,968.4829018334284,0.2690230282870634,180.93155497774225,1488.6429729834763,126,0.252,0.336911446714598,0.4761669028004184,2.131370284605976e-06,0.196
5560,6.403865326706586,213.9961273026612,0.3374923336423772,1009.774795990431,0.28049299888623086,212.51885405038615,1528.461708222454,125,0.25,0.3300061330860982,0.48927154927711614,2.0611338171403023e-06,0.104
5559,5.724578319085518,219.30073048351835,0.3544151267199165,1089.7066675099247,0.30269629653053465,232.366697249525,1540.0640258951562,130,0.26,0.31646789862406677,0.46344079504942276,1.9348880294578365e-06,0.07
5561,7.006027556069299,193.93744849887608,0.3107266083132632,1138.3793518504533,0.3162164866251259,205.67506810610445,1495.1388750395613,121,0.242,0.3514187133493894,0.49258109715711645,2.076110058066057e-06,0.146
5563,6.810597746599844,208.90178648362146,0.32797478219156445,1044.2810029730097,0.29007805638139156,205.2973232685654,1488.2391438638385,114,0.228,0.3376201742467484,0.4351841233065987,2.1302264333109314e-06,0.078
5562,6.116755812753238,214.04064340680557,0.33818416593241735,1036.4079391414712,0.2878910942059642,223.61638896965184,1569.4300381424991,126,0.252,0.3294526672540661,0.445308028137317,1.9727611186487385e-06,0.082
5564,4.899045909176683,221.25482419124296,0.33266674930319723,1222.786783277904,0.33966299535497335,221.5455948011987,1452.0568144841175,105,0.21,0.33386660055744216,0.4915370671504442,1.554250409405645e-06,0.058
5566,6.6022299105410065,169.3473247717728,0.3167436413592243,832.5826996230645,0.23127297211751793,158.9204487177669,1542.3858672027127,134,0.268,0.34660508691262054,0.4783774394792125,1.9943374089770735e-06,0.218
5565,4.1529832518886876,204.1401117067344,0.334089409989903,1091.554972092482,0.3032097144701339,196.67089740079084,1479.860719184605,121,0.242,0.3327284720080776,0.4779977582487076,1.323192333527985e-06,0.108
5567,7.91494977555397,179.69411415555356,0.3355959027807784,896.1184258304481,0.24892178495290226,169.53426740711046,1524.2062541202367,132,0.264,0.33152327777537727,0.45827198322736135,2.533173289672426e-06,0.204
5568,5.333990208606561,180.22694713942715,0.33417731086584695,950.8887344346599,0.2641357595651833,187.3975987526382,1536.8278540728259,126,0.252,0.3326581513073224,0.5091687204550923,1.6999230423897732e-06,0.196
5569,7.027066967897243,222.2894300031654,0.3507100130366806,1186.3779980615163,0.32954944390597674,224.66576092255372,1484.1116911827876,123,0.246,0.3194319895706555,0.4774647500190347,2.3502948264321035e-06,0.058
5570,4.994662169450858,199.9255817046419,0.30911419692140857,993.0544166198089,0.27584844906105804,210.0339782864212,1453.2843729438368,94,0.188,0.35270864246287315,0.49580979015485666,1.4723977903399869e-06,0.144
5571,6.745576088838685,199.9752244364169,0.3575727179984313,819.820087667543,0.22772780212987306,205.45145201719762,1521.025316164775,129,0.258,0.3139418256012549,0.4474689737900475,2.3002948537361873e-06,0.15
5573,5.276229912179117,195.80034294062284,0.3395404220034298,965.5852045610828,0.2682181123780786,193.9826762640057,1458.2400392217687,110,0.22,0.3283676623972561,0.48343352240749465,1.7085011777576608e-06,0.126
5572,6.063573383666765,217.45520745756366,0.32811661845685824,1113.4792850700824,0.3092998014083562,218.21329009520858,1535.4730013394458,127,0.254,0.33750670523451337,0.4282340403706192,1.8973915046823013e-06,0.064
5574,6.962905169314352,205.61551136161347,0.33102940642218154,1063.1482873503141,0.2953189687084206,191.6604272139668,1529.9600881096096,132,0.264,0.3351764748622547,0.4687487481493601,2.198149075672216e-06,0.104
5575,5.537705275853687,177.9148647264599,0.33773107828022736,901.235447172137,0.25034317977003806,176.01609007190493,1455.3635687012954,101,0.202,0.3298151373758181,0.4629581558685507,1.7836143245813082e-06,0.228
5576,6.508270676532767,192.4610451700084,0.3122092780755498,877.6312355929417,0.2437864543313727,196.48105564194665,1509.0383379497985,132,0.264,0.3502325775395601,0.46108513459738215,1.937811364594045e-06,0.152
5578,5.889100796770434,201.30835210539493,0.33575500914060774,1069.127714268178,0.2969799206300494,205.39281581850472,1472.8480699496092,112,0.224,0.3313959926875138,0.4548850791580851,1.885695545053117e-06,0.134
