Scenario,Baseline_Energy_Wh,Optimized_Energy_Wh,Energy_Reduction_%,Baseline_Deadlock_Rate,Optimized_Deadlock_Rate,Baseline_51p_Prob,Optimized_51p_Prob,Baseline_Gini,Optimized_Gini,Target_Met
Low_Throughput_500txs,0.336607847446798,0.280887531988071,16.5534808179223,0.2377,0.2377,0.407910042019123,0.329873496589392,0.500502210328742,0.468312135338977,YES
Medium_Throughput_2500txs,0.336607847446798,0.280887531988071,16.5534808179223,0.2377,0.2377,0.407910042019123,0.329873496589392,0.500502210328742,0.468312135338977,YES
High_Throughput_5000txs,0.336607847446798,0.280887531988071,16.5534808179223,0.2377,0.2377,0.407910042019123,0.329873496589392,0.500502210328742,0.468312135338977,YES
